Date,AQI Value
2022-08-08,33
2022-08-08,28
2022-08-08,15
2022-08-08,105
2022-08-08,19
2022-08-08,91
2022-08-08,46
2022-08-08,107
2022-08-08,83
2022-08-08,38
2022-08-08,34
2022-08-08,14
2022-08-08,183
2022-08-08,15
2022-08-08,64
2022-08-08,119
2022-08-08,46
2022-08-08,33
2022-08-08,58
2022-08-08,63
2022-08-08,45
2022-08-08,34
2022-08-08,83
2022-08-08,53
2022-08-08,81
2022-08-08,22
2022-08-08,42
2022-08-08,23
2022-08-08,47
2022-08-08,52
2022-08-08,80
2022-08-08,74
2022-08-08,57
2022-08-08,41
2022-08-08,88
2022-08-08,74
2022-08-08,169
2022-08-08,65
2022-08-08,120
2022-08-08,61
2022-08-08,77
2022-08-08,57
2022-08-08,55
2022-08-08,9
2022-08-08,81
2022-08-08,166
2022-08-09,42
2022-08-09,65
2022-08-09,28
2022-08-09,195
2022-08-09,21
2022-08-09,44
2022-08-09,62
2022-08-09,21
2022-08-09,11
2022-08-09,157
2022-08-09,141
2022-08-09,20
2022-08-09,29
2022-08-09,10
2022-08-09,10
2022-08-09,5
2022-08-09,69
2022-08-09,72
2022-08-09,13
2022-08-09,29
2022-08-09,99
2022-08-09,15
2022-08-09,53
2022-08-09,42
2022-08-09,22
2022-08-09,132
2022-08-09,95
2022-08-09,126
2022-08-09,114
2022-08-09,58
2022-08-09,25
2022-08-09,29
2022-08-09,72
2022-08-09,53
2022-08-09,13
2022-08-09,26
2022-08-09,57
2022-08-09,86
2022-08-09,91
2022-08-09,19
2022-08-09,108
2022-08-09,22
2022-08-09,66
2022-08-09,16
2022-08-09,129
2022-08-09,3
2022-08-09,57
2022-08-09,57
2022-08-09,83
2022-08-09,36
2022-08-09,41
2022-08-09,5
2022-08-09,22
2022-08-09,1
2022-08-09,23
2022-08-09,10
2022-08-09,21
2022-08-09,41
2022-08-09,10
2022-08-09,156
2022-08-09,93
2022-08-09,153
2022-08-09,152
2022-08-09,27
2022-08-09,75
2022-08-09,72
2022-08-09,65
2022-08-09,77
2022-08-09,26
2022-08-09,27
2022-08-09,114
2022-08-09,72
2022-08-09,38
2022-08-09,273
2022-08-09,57
2022-08-09,19
2022-08-09,27
2022-08-09,76
2022-08-09,34
2022-08-09,13
2022-08-09,30
2022-08-09,67
2022-08-09,46
2022-08-09,45
2022-08-09,25
2022-08-09,76
2022-08-09,40
2022-08-09,30
2022-08-09,92
2022-08-09,14
2022-08-09,32
2022-08-09,56
2022-08-09,47
2022-08-09,25
2022-08-09,38
2022-08-09,44
2022-08-09,73
2022-08-09,19
2022-08-09,105
2022-08-09,27
2022-08-09,91
2022-08-09,56
2022-08-09,96
2022-08-09,83
2022-08-09,40
2022-08-09,34
2022-08-09,11
2022-08-09,183
2022-08-09,25
2022-08-09,61
2022-08-09,117
2022-08-09,39
2022-08-09,33
2022-08-09,83
2022-08-09,44
2022-08-09,40
2022-08-09,35
2022-08-09,83
2022-08-09,49
2022-08-09,82
2022-08-09,37
2022-08-09,95
2022-08-09,20
2022-08-09,48
2022-08-09,67
2022-08-09,71
2022-08-09,96
2022-08-09,53
2022-08-09,38
2022-08-09,81
2022-08-09,53
2022-08-09,154
2022-08-09,59
2022-08-09,99
2022-08-09,58
2022-08-09,95
2022-08-09,45
2022-08-09,57
2022-08-09,7
2022-08-09,105
2022-08-09,169
2022-08-10,35
2022-08-10,65
2022-08-10,50
2022-08-10,189
2022-08-10,29
2022-08-10,36
2022-08-10,48
2022-08-10,27
2022-08-10,55
2022-08-10,132
2022-08-10,141
2022-08-10,32
2022-08-10,42
2022-08-10,13
2022-08-10,15
2022-08-10,20
2022-08-10,62
2022-08-10,55
2022-08-10,14
2022-08-10,30
2022-08-10,83
2022-08-10,15
2022-08-10,56
2022-08-10,40
2022-08-10,18
2022-08-10,134
2022-08-10,57
2022-08-10,85
2022-08-10,155
2022-08-10,68
2022-08-10,20
2022-08-10,32
2022-08-10,70
2022-08-10,57
2022-08-10,15
2022-08-10,13
2022-08-10,60
2022-08-10,86
2022-08-10,74
2022-08-10,24
2022-08-10,156
2022-08-10,25
2022-08-10,76
2022-08-10,16
2022-08-10,167
2022-08-10,4
2022-08-10,53
2022-08-10,58
2022-08-10,84
2022-08-10,99
2022-08-10,50
2022-08-10,5
2022-08-10,14
2022-08-10,1
2022-08-10,27
2022-08-10,2
2022-08-10,20
2022-08-10,38
2022-08-10,15
2022-08-10,150
2022-08-10,93
2022-08-10,255
2022-08-10,226
2022-08-10,29
2022-08-10,74
2022-08-10,72
2022-08-10,63
2022-08-10,75
2022-08-10,25
2022-08-10,33
2022-08-10,113
2022-08-10,21
2022-08-10,46
2022-08-10,407
2022-08-10,59
2022-08-10,26
2022-08-10,28
2022-08-10,76
2022-08-10,51
2022-08-10,45
2022-08-10,28
2022-08-10,54
2022-08-10,26
2022-08-10,54
2022-08-10,26
2022-08-10,76
2022-08-10,40
2022-08-10,29
2022-08-10,88
2022-08-10,8
2022-08-10,38
2022-08-10,47
2022-08-10,43
2022-08-10,21
2022-08-10,50
2022-08-10,53
2022-08-10,29
2022-08-10,23
2022-08-10,105
2022-08-10,30
2022-08-10,91
2022-08-10,56
2022-08-10,99
2022-08-10,83
2022-08-10,39
2022-08-10,30
2022-08-10,10
2022-08-10,183
2022-08-10,28
2022-08-10,54
2022-08-10,91
2022-08-10,42
2022-08-10,33
2022-08-10,56
2022-08-10,42
2022-08-10,41
2022-08-10,33
2022-08-10,83
2022-08-10,66
2022-08-10,87
2022-08-10,38
2022-08-10,102
2022-08-10,21
2022-08-10,49
2022-08-10,53
2022-08-10,73
2022-08-10,70
2022-08-10,80
2022-08-10,38
2022-08-10,81
2022-08-10,70
2022-08-10,142
2022-08-10,54
2022-08-10,100
2022-08-10,62
2022-08-10,84
2022-08-10,12
2022-08-10,42
2022-08-10,14
2022-08-10,37
2022-08-10,157
2022-08-11,60
2022-08-11,65
2022-08-11,47
2022-08-11,84
2022-08-11,33
2022-08-11,53
2022-08-11,43
2022-08-11,21
2022-08-11,69
2022-08-11,200
2022-08-11,141
2022-08-11,49
2022-08-11,49
2022-08-11,30
2022-08-11,11
2022-08-11,8
2022-08-11,55
2022-08-11,49
2022-08-11,12
2022-08-11,31
2022-08-11,76
2022-08-11,15
2022-08-11,58
2022-08-11,52
2022-08-11,6
2022-08-11,161
2022-08-11,87
2022-08-11,122
2022-08-11,167
2022-08-11,62
2022-08-11,17
2022-08-11,28
2022-08-11,63
2022-08-11,52
2022-08-11,15
2022-08-11,20
2022-08-11,73
2022-08-11,86
2022-08-11,81
2022-08-11,24
2022-08-11,70
2022-08-11,26
2022-08-11,76
2022-08-11,13
2022-08-11,128
2022-08-11,30
2022-08-11,57
2022-08-11,69
2022-08-11,100
2022-08-11,25
2022-08-11,43
2022-08-11,16
2022-08-11,40
2022-08-11,1
2022-08-11,33
2022-08-11,22
2022-08-11,23
2022-08-11,35
2022-08-11,15
2022-08-11,124
2022-08-11,93
2022-08-11,308
2022-08-11,137
2022-08-11,32
2022-08-11,71
2022-08-11,69
2022-08-11,59
2022-08-11,67
2022-08-11,21
2022-08-11,30
2022-08-11,96
2022-08-11,30
2022-08-11,32
2022-08-11,340
2022-08-11,84
2022-08-11,14
2022-08-11,18
2022-08-11,76
2022-08-11,2
2022-08-11,53
2022-08-11,35
2022-08-11,51
2022-08-11,20
2022-08-11,42
2022-08-11,23
2022-08-11,83
2022-08-11,43
2022-08-11,22
2022-08-11,84
2022-08-11,27
2022-08-11,29
2022-08-11,65
2022-08-11,40
2022-08-11,29
2022-08-11,41
2022-08-11,66
2022-08-11,30
2022-08-11,34
2022-08-11,105
2022-08-11,39
2022-08-11,91
2022-08-11,49
2022-08-11,107
2022-08-11,83
2022-08-11,37
2022-08-11,36
2022-08-11,8
2022-08-11,183
2022-08-11,22
2022-08-11,67
2022-08-11,130
2022-08-11,46
2022-08-11,33
2022-08-11,51
2022-08-11,27
2022-08-11,27
2022-08-11,29
2022-08-11,83
2022-08-11,75
2022-08-11,85
2022-08-11,23
2022-08-11,117
2022-08-11,21
2022-08-11,54
2022-08-11,50
2022-08-11,64
2022-08-11,113
2022-08-11,76
2022-08-11,34
2022-08-11,80
2022-08-11,61
2022-08-11,157
2022-08-11,74
2022-08-11,136
2022-08-11,78
2022-08-11,72
2022-08-11,74
2022-08-11,42
2022-08-11,5
2022-08-11,60
2022-08-11,152
2022-08-12,28
2022-08-12,65
2022-08-12,54
2022-08-12,64
2022-08-12,17
2022-08-12,58
2022-08-12,48
2022-08-12,21
2022-08-12,52
2022-08-12,160
2022-08-12,141
2022-08-12,46
2022-08-12,45
2022-08-12,23
2022-08-12,10
2022-08-12,29
2022-08-12,49
2022-08-12,47
2022-08-12,16
2022-08-12,33
2022-08-12,48
2022-08-12,15
2022-08-12,55
2022-08-12,38
2022-08-12,4
2022-08-12,180
2022-08-12,55
2022-08-12,83
2022-08-12,154
2022-08-12,79
2022-08-12,26
2022-08-12,36
2022-08-12,63
2022-08-12,52
2022-08-12,16
2022-08-12,20
2022-08-12,74
2022-08-12,86
2022-08-12,74
2022-08-12,27
2022-08-12,160
2022-08-12,29
2022-08-12,82
2022-08-12,13
2022-08-12,118
2022-08-12,30
2022-08-12,66
2022-08-12,58
2022-08-12,99
2022-08-12,31
2022-08-12,41
2022-08-12,10
2022-08-12,25
2022-08-12,1
2022-08-12,44
2022-08-12,13
2022-08-12,31
2022-08-12,39
2022-08-12,15
2022-08-12,161
2022-08-12,93
2022-08-12,240
2022-08-12,147
2022-08-12,32
2022-08-12,73
2022-08-12,68
2022-08-12,72
2022-08-12,65
2022-08-12,17
2022-08-12,33
2022-08-12,82
2022-08-12,25
2022-08-12,37
2022-08-12,174
2022-08-12,72
2022-08-12,19
2022-08-12,27
2022-08-12,76
2022-08-12,3
2022-08-12,46
2022-08-12,38
2022-08-12,48
2022-08-12,22
2022-08-12,49
2022-08-12,53
2022-08-12,79
2022-08-12,42
2022-08-12,54
2022-08-12,83
2022-08-12,46
2022-08-12,34
2022-08-12,54
2022-08-12,45
2022-08-12,37
2022-08-12,69
2022-08-12,74
2022-08-12,29
2022-08-12,54
2022-08-12,105
2022-08-12,27
2022-08-12,91
2022-08-12,45
2022-08-12,98
2022-08-12,83
2022-08-12,52
2022-08-12,32
2022-08-12,12
2022-08-12,183
2022-08-12,22
2022-08-12,72
2022-08-12,106
2022-08-12,44
2022-08-12,33
2022-08-12,54
2022-08-12,41
2022-08-12,52
2022-08-12,28
2022-08-12,83
2022-08-12,104
2022-08-12,121
2022-08-12,45
2022-08-12,117
2022-08-12,21
2022-08-12,51
2022-08-12,64
2022-08-12,82
2022-08-12,100
2022-08-12,109
2022-08-12,34
2022-08-12,76
2022-08-12,46
2022-08-12,144
2022-08-12,75
2022-08-12,176
2022-08-12,79
2022-08-12,76
2022-08-12,56
2022-08-12,50
2022-08-12,1
2022-08-12,107
2022-08-12,139
2022-08-13,61
2022-08-13,65
2022-08-13,54
2022-08-13,78
2022-08-13,26
2022-08-13,59
2022-08-13,52
2022-08-13,32
2022-08-13,34
2022-08-13,169
2022-08-13,141
2022-08-13,54
2022-08-13,33
2022-08-13,21
2022-08-13,3
2022-08-13,35
2022-08-13,50
2022-08-13,80
2022-08-13,10
2022-08-13,32
2022-08-13,77
2022-08-13,15
2022-08-13,50
2022-08-13,50
2022-08-13,3
2022-08-13,138
2022-08-13,55
2022-08-13,94
2022-08-13,158
2022-08-13,64
2022-08-13,29
2022-08-13,25
2022-08-13,58
2022-08-13,61
2022-08-13,22
2022-08-13,22
2022-08-13,68
2022-08-13,86
2022-08-13,62
2022-08-13,31
2022-08-13,167
2022-08-13,31
2022-08-13,75
2022-08-13,17
2022-08-13,198
2022-08-13,266
2022-08-13,67
2022-08-13,57
2022-08-13,95
2022-08-13,31
2022-08-13,55
2022-08-13,24
2022-08-13,24
2022-08-13,1
2022-08-13,33
2022-08-13,22
2022-08-13,34
2022-08-13,41
2022-08-13,13
2022-08-13,234
2022-08-13,93
2022-08-13,237
2022-08-13,132
2022-08-13,48
2022-08-13,58
2022-08-13,67
2022-08-13,59
2022-08-13,66
2022-08-13,15
2022-08-13,31
2022-08-13,98
2022-08-13,96
2022-08-13,43
2022-08-13,166
2022-08-13,75
2022-08-13,39
2022-08-13,12
2022-08-13,76
2022-08-13,1
2022-08-13,46
2022-08-13,47
2022-08-13,56
2022-08-13,34
2022-08-13,48
2022-08-13,34
2022-08-13,68
2022-08-13,35
2022-08-13,46
2022-08-13,95
2022-08-13,33
2022-08-13,27
2022-08-13,53
2022-08-13,44
2022-08-13,25
2022-08-13,58
2022-08-13,62
2022-08-13,21
2022-08-13,64
2022-08-13,105
2022-08-13,25
2022-08-13,91
2022-08-13,49
2022-08-13,125
2022-08-13,83
2022-08-13,53
2022-08-13,35
2022-08-13,4
2022-08-13,183
2022-08-13,23
2022-08-13,75
2022-08-13,138
2022-08-13,42
2022-08-13,33
2022-08-13,67
2022-08-13,68
2022-08-13,53
2022-08-13,33
2022-08-13,83
2022-08-13,76
2022-08-13,79
2022-08-13,38
2022-08-13,91
2022-08-13,24
2022-08-13,48
2022-08-13,56
2022-08-13,82
2022-08-13,94
2022-08-13,87
2022-08-13,24
2022-08-13,77
2022-08-13,25
2022-08-13,147
2022-08-13,77
2022-08-13,218
2022-08-13,84
2022-08-13,71
2022-08-13,69
2022-08-13,42
2022-08-13,4
2022-08-13,87
2022-08-13,343
2022-08-14,13
2022-08-14,65
2022-08-14,49
2022-08-14,65
2022-08-14,47
2022-08-14,57
2022-08-14,31
2022-08-14,37
2022-08-14,58
2022-08-14,160
2022-08-14,141
2022-08-14,48
2022-08-14,41
2022-08-14,12
2022-08-14,4
2022-08-14,50
2022-08-14,85
2022-08-14,72
2022-08-14,11
2022-08-14,30
2022-08-14,60
2022-08-14,15
2022-08-14,52
2022-08-14,26
2022-08-14,1
2022-08-14,139
2022-08-14,55
2022-08-14,98
2022-08-14,154
2022-08-14,58
2022-08-14,47
2022-08-14,35
2022-08-14,63
2022-08-14,63
2022-08-14,20
2022-08-14,13
2022-08-14,68
2022-08-14,86
2022-08-14,74
2022-08-14,35
2022-08-14,100
2022-08-14,24
2022-08-14,65
2022-08-14,17
2022-08-14,136
2022-08-14,21
2022-08-14,62
2022-08-14,62
2022-08-14,76
2022-08-14,31
2022-08-14,41
2022-08-14,13
2022-08-14,15
2022-08-14,1
2022-08-14,29
2022-08-14,3
2022-08-14,30
2022-08-14,51
2022-08-14,28
2022-08-14,162
2022-08-14,93
2022-08-14,148
2022-08-14,129
2022-08-14,55
2022-08-14,67
2022-08-14,61
2022-08-14,53
2022-08-14,74
2022-08-14,24
2022-08-14,35
2022-08-14,81
2022-08-14,95
2022-08-14,39
2022-08-14,185
2022-08-14,78
2022-08-14,28
2022-08-14,25
2022-08-14,76
2022-08-14,61
2022-08-14,50
2022-08-14,54
2022-08-14,45
2022-08-14,23
2022-08-14,34
2022-08-14,47
2022-08-14,65
2022-08-14,42
2022-08-14,32
2022-08-14,72
2022-08-14,26
2022-08-14,24
2022-08-14,75
2022-08-14,38
2022-08-14,27
2022-08-14,26
2022-08-14,61
2022-08-14,25
2022-08-14,51
2022-08-14,105
2022-08-14,36
2022-08-14,91
2022-08-14,48
2022-08-14,139
2022-08-14,83
2022-08-14,58
2022-08-14,30
2022-08-14,11
2022-08-14,183
2022-08-14,24
2022-08-14,64
2022-08-14,109
2022-08-14,45
2022-08-14,33
2022-08-14,75
2022-08-14,31
2022-08-14,53
2022-08-14,34
2022-08-14,83
2022-08-14,69
2022-08-14,75
2022-08-14,44
2022-08-14,99
2022-08-14,30
2022-08-14,50
2022-08-14,62
2022-08-14,84
2022-08-14,128
2022-08-14,75
2022-08-14,25
2022-08-14,78
2022-08-14,34
2022-08-14,131
2022-08-14,66
2022-08-14,862
2022-08-14,79
2022-08-14,76
2022-08-14,89
2022-08-14,33
2022-08-14,10
2022-08-14,52
2022-08-14,306
2022-08-15,24
2022-08-15,65
2022-08-15,45
2022-08-15,103
2022-08-15,10
2022-08-15,57
2022-08-15,50
2022-08-15,33
2022-08-15,52
2022-08-15,159
2022-08-15,141
2022-08-15,50
2022-08-15,51
2022-08-15,10
2022-08-15,6
2022-08-15,49
2022-08-15,80
2022-08-15,86
2022-08-15,14
2022-08-15,29
2022-08-15,58
2022-08-15,15
2022-08-15,54
2022-08-15,32
2022-08-15,6
2022-08-15,185
2022-08-15,65
2022-08-15,64
2022-08-15,138
2022-08-15,50
2022-08-15,16
2022-08-15,34
2022-08-15,55
2022-08-15,63
2022-08-15,42
2022-08-15,23
2022-08-15,73
2022-08-15,86
2022-08-15,78
2022-08-15,39
2022-08-15,157
2022-08-15,44
2022-08-15,66
2022-08-15,15
2022-08-15,187
2022-08-15,30
2022-08-15,62
2022-08-15,61
2022-08-15,74
2022-08-15,1
2022-08-15,41
2022-08-15,1
2022-08-15,14
2022-08-15,5
2022-08-15,54
2022-08-15,7
2022-08-15,27
2022-08-15,48
2022-08-15,11
2022-08-15,149
2022-08-15,93
2022-08-15,157
2022-08-15,161
2022-08-15,57
2022-08-15,72
2022-08-15,62
2022-08-15,89
2022-08-15,76
2022-08-15,23
2022-08-15,31
2022-08-15,82
2022-08-15,53
2022-08-15,45
2022-08-15,164
2022-08-15,80
2022-08-15,30
2022-08-15,35
2022-08-15,76
2022-08-15,67
2022-08-15,32
2022-08-15,59
2022-08-15,34
2022-08-15,34
2022-08-15,48
2022-08-15,118
2022-08-15,67
2022-08-15,46
2022-08-15,25
2022-08-15,94
2022-08-15,22
2022-08-15,31
2022-08-15,51
2022-08-15,41
2022-08-15,27
2022-08-15,80
2022-08-15,64
2022-08-15,23
2022-08-15,66
2022-08-15,105
2022-08-15,54
2022-08-15,91
2022-08-15,46
2022-08-15,109
2022-08-15,83
2022-08-15,58
2022-08-15,41
2022-08-15,5
2022-08-15,183
2022-08-15,18
2022-08-15,66
2022-08-15,83
2022-08-15,46
2022-08-15,33
2022-08-15,85
2022-08-15,40
2022-08-15,53
2022-08-15,46
2022-08-15,83
2022-08-15,78
2022-08-15,65
2022-08-15,62
2022-08-15,61
2022-08-15,42
2022-08-15,40
2022-08-15,64
2022-08-15,89
2022-08-15,84
2022-08-15,86
2022-08-15,20
2022-08-15,95
2022-08-15,61
2022-08-15,122
2022-08-15,59
2022-08-15,868
2022-08-15,68
2022-08-15,108
2022-08-15,92
2022-08-15,35
2022-08-15,10
2022-08-15,74
2022-08-15,167
2022-08-16,32
2022-08-16,65
2022-08-16,30
2022-08-16,144
2022-08-16,46
2022-08-16,55
2022-08-16,59
2022-08-16,23
2022-08-16,40
2022-08-16,160
2022-08-16,141
2022-08-16,44
2022-08-16,58
2022-08-16,22
2022-08-16,8
2022-08-16,50
2022-08-16,63
2022-08-16,77
2022-08-16,11
2022-08-16,33
2022-08-16,70
2022-08-16,15
2022-08-16,56
2022-08-16,42
2022-08-16,10
2022-08-16,196
2022-08-16,89
2022-08-16,90
2022-08-16,144
2022-08-16,60
2022-08-16,20
2022-08-16,37
2022-08-16,48
2022-08-16,67
2022-08-16,29
2022-08-16,13
2022-08-16,94
2022-08-16,86
2022-08-16,74
2022-08-16,37
2022-08-16,196
2022-08-16,59
2022-08-16,64
2022-08-16,18
2022-08-16,168
2022-08-16,23
2022-08-16,64
2022-08-16,68
2022-08-16,82
2022-08-16,10
2022-08-16,38
2022-08-16,19
2022-08-16,21
2022-08-16,4
2022-08-16,56
2022-08-16,36
2022-08-16,17
2022-08-16,51
2022-08-16,15
2022-08-16,171
2022-08-16,93
2022-08-16,147
2022-08-16,590
2022-08-16,25
2022-08-16,77
2022-08-16,62
2022-08-16,55
2022-08-16,61
2022-08-16,13
2022-08-16,44
2022-08-16,72
2022-08-16,75
2022-08-16,35
2022-08-16,155
2022-08-16,58
2022-08-16,38
2022-08-16,52
2022-08-16,76
2022-08-16,3
2022-08-16,48
2022-08-16,56
2022-08-16,40
2022-08-16,25
2022-08-16,48
2022-08-16,67
2022-08-16,61
2022-08-16,57
2022-08-16,52
2022-08-16,84
2022-08-16,26
2022-08-16,34
2022-08-16,38
2022-08-16,38
2022-08-16,33
2022-08-16,72
2022-08-16,71
2022-08-16,22
2022-08-16,23
2022-08-16,105
2022-08-16,54
2022-08-16,91
2022-08-16,48
2022-08-16,94
2022-08-16,83
2022-08-16,61
2022-08-16,26
2022-08-16,17
2022-08-16,183
2022-08-16,26
2022-08-16,87
2022-08-16,101
2022-08-16,48
2022-08-16,33
2022-08-16,56
2022-08-16,29
2022-08-16,60
2022-08-16,39
2022-08-16,83
2022-08-16,68
2022-08-16,95
2022-08-16,49
2022-08-16,61
2022-08-16,44
2022-08-16,59
2022-08-16,60
2022-08-16,89
2022-08-16,78
2022-08-16,66
2022-08-16,63
2022-08-16,95
2022-08-16,59
2022-08-16,132
2022-08-16,77
2022-08-16,123
2022-08-16,67
2022-08-16,99
2022-08-16,105
2022-08-16,42
2022-08-16,5
2022-08-16,73
2022-08-16,132
2022-08-17,29
2022-08-17,65
2022-08-17,33
2022-08-17,156
2022-08-17,18
2022-08-17,68
2022-08-17,62
2022-08-17,35
2022-08-17,52
2022-08-17,158
2022-08-17,141
2022-08-17,52
2022-08-17,67
2022-08-17,3
2022-08-17,11
2022-08-17,23
2022-08-17,69
2022-08-17,93
2022-08-17,10
2022-08-17,33
2022-08-17,157
2022-08-17,15
2022-08-17,54
2022-08-17,40
2022-08-17,1
2022-08-17,166
2022-08-17,65
2022-08-17,74
2022-08-17,142
2022-08-17,68
2022-08-17,57
2022-08-17,34
2022-08-17,58
2022-08-17,73
2022-08-17,34
2022-08-17,13
2022-08-17,60
2022-08-17,86
2022-08-17,71
2022-08-17,39
2022-08-17,168
2022-08-17,54
2022-08-17,64
2022-08-17,21
2022-08-17,212
2022-08-17,23
2022-08-17,68
2022-08-17,98
2022-08-17,100
2022-08-17,3
2022-08-17,37
2022-08-17,15
2022-08-17,34
2022-08-17,5
2022-08-17,36
2022-08-17,8
2022-08-17,17
2022-08-17,62
2022-08-17,46
2022-08-17,162
2022-08-17,93
2022-08-17,140
2022-08-17,399
2022-08-17,25
2022-08-17,70
2022-08-17,59
2022-08-17,78
2022-08-17,60
2022-08-17,26
2022-08-17,29
2022-08-17,73
2022-08-17,61
2022-08-17,37
2022-08-17,281
2022-08-17,61
2022-08-17,32
2022-08-17,46
2022-08-17,76
2022-08-17,91
2022-08-17,39
2022-08-17,54
2022-08-17,41
2022-08-17,18
2022-08-17,43
2022-08-17,38
2022-08-17,67
2022-08-17,54
2022-08-17,52
2022-08-17,89
2022-08-17,35
2022-08-17,33
2022-08-17,36
2022-08-17,38
2022-08-17,40
2022-08-17,84
2022-08-17,71
2022-08-17,22
2022-08-17,31
2022-08-17,105
2022-08-17,24
2022-08-17,91
2022-08-17,36
2022-08-17,107
2022-08-17,83
2022-08-17,62
2022-08-17,28
2022-08-17,17
2022-08-17,183
2022-08-17,14
2022-08-17,93
2022-08-17,110
2022-08-17,48
2022-08-17,33
2022-08-17,56
2022-08-17,34
2022-08-17,73
2022-08-17,43
2022-08-17,83
2022-08-17,71
2022-08-17,86
2022-08-17,35
2022-08-17,63
2022-08-17,42
2022-08-17,50
2022-08-17,48
2022-08-17,82
2022-08-17,73
2022-08-17,71
2022-08-17,55
2022-08-17,103
2022-08-17,21
2022-08-17,112
2022-08-17,77
2022-08-17,125
2022-08-17,72
2022-08-17,101
2022-08-17,10
2022-08-17,59
2022-08-17,11
2022-08-17,90
2022-08-17,193
2022-08-18,31
2022-08-18,65
2022-08-18,17
2022-08-18,115
2022-08-18,39
2022-08-18,57
2022-08-18,65
2022-08-18,39
2022-08-18,29
2022-08-18,155
2022-08-18,141
2022-08-18,40
2022-08-18,70
2022-08-18,2
2022-08-18,9
2022-08-18,34
2022-08-18,62
2022-08-18,88
2022-08-18,15
2022-08-18,39
2022-08-18,36
2022-08-18,15
2022-08-18,66
2022-08-18,28
2022-08-18,14
2022-08-18,101
2022-08-18,57
2022-08-18,97
2022-08-18,161
2022-08-18,87
2022-08-18,21
2022-08-18,37
2022-08-18,61
2022-08-18,83
2022-08-18,38
2022-08-18,14
2022-08-18,97
2022-08-18,86
2022-08-18,85
2022-08-18,44
2022-08-18,319
2022-08-18,77
2022-08-18,237
2022-08-18,24
2022-08-18,87
2022-08-18,15
2022-08-18,62
2022-08-18,86
2022-08-18,92
2022-08-18,3
2022-08-18,45
2022-08-18,2
2022-08-18,15
2022-08-18,2
2022-08-18,62
2022-08-18,7
2022-08-18,27
2022-08-18,58
2022-08-18,19
2022-08-18,170
2022-08-18,93
2022-08-18,146
2022-08-18,180
2022-08-18,17
2022-08-18,73
2022-08-18,61
2022-08-18,55
2022-08-18,56
2022-08-18,21
2022-08-18,34
2022-08-18,75
2022-08-18,67
2022-08-18,41
2022-08-18,255
2022-08-18,83
2022-08-18,35
2022-08-18,47
2022-08-18,76
2022-08-18,14
2022-08-18,25
2022-08-18,32
2022-08-18,45
2022-08-18,30
2022-08-18,48
2022-08-18,96
2022-08-18,61
2022-08-18,47
2022-08-18,30
2022-08-18,84
2022-08-18,31
2022-08-18,27
2022-08-18,34
2022-08-18,44
2022-08-18,25
2022-08-18,97
2022-08-18,50
2022-08-18,38
2022-08-18,22
2022-08-18,105
2022-08-18,29
2022-08-18,91
2022-08-18,42
2022-08-18,96
2022-08-18,83
2022-08-18,69
2022-08-18,36
2022-08-18,12
2022-08-18,183
2022-08-18,24
2022-08-18,80
2022-08-18,103
2022-08-18,46
2022-08-18,33
2022-08-18,70
2022-08-18,34
2022-08-18,78
2022-08-18,38
2022-08-18,83
2022-08-18,83
2022-08-18,55
2022-08-18,33
2022-08-18,95
2022-08-18,36
2022-08-18,36
2022-08-18,56
2022-08-18,66
2022-08-18,67
2022-08-18,67
2022-08-18,41
2022-08-18,126
2022-08-18,50
2022-08-18,116
2022-08-18,68
2022-08-18,116
2022-08-18,64
2022-08-18,97
2022-08-18,74
2022-08-18,50
2022-08-18,2
2022-08-18,93
2022-08-18,180
2022-08-19,52
2022-08-19,65
2022-08-19,14
2022-08-19,117
2022-08-19,22
2022-08-19,61
2022-08-19,53
2022-08-19,37
2022-08-19,20
2022-08-19,172
2022-08-19,141
2022-08-19,34
2022-08-19,19
2022-08-19,18
2022-08-19,6
2022-08-19,46
2022-08-19,69
2022-08-19,64
2022-08-19,11
2022-08-19,36
2022-08-19,38
2022-08-19,15
2022-08-19,63
2022-08-19,32
2022-08-19,5
2022-08-19,152
2022-08-19,87
2022-08-19,114
2022-08-19,143
2022-08-19,71
2022-08-19,45
2022-08-19,33
2022-08-19,70
2022-08-19,92
2022-08-19,43
2022-08-19,25
2022-08-19,66
2022-08-19,86
2022-08-19,101
2022-08-19,41
2022-08-19,317
2022-08-19,62
2022-08-19,51
2022-08-19,16
2022-08-19,179
2022-08-19,20
2022-08-19,68
2022-08-19,68
2022-08-19,79
2022-08-19,24
2022-08-19,44
2022-08-19,5
2022-08-19,14
2022-08-19,5
2022-08-19,51
2022-08-19,12
2022-08-19,19
2022-08-19,59
2022-08-19,22
2022-08-19,153
2022-08-19,93
2022-08-19,146
2022-08-19,422
2022-08-19,25
2022-08-19,70
2022-08-19,68
2022-08-19,57
2022-08-19,67
2022-08-19,53
2022-08-19,38
2022-08-19,52
2022-08-19,45
2022-08-19,43
2022-08-19,176
2022-08-19,66
2022-08-19,29
2022-08-19,48
2022-08-19,76
2022-08-19,65
2022-08-19,32
2022-08-19,30
2022-08-19,21
2022-08-19,19
2022-08-19,47
2022-08-19,94
2022-08-19,67
2022-08-19,37
2022-08-19,28
2022-08-19,102
2022-08-19,19
2022-08-19,20
2022-08-19,20
2022-08-19,53
2022-08-19,50
2022-08-19,56
2022-08-19,43
2022-08-19,14
2022-08-19,21
